Sr No,Sku,Date,Event Type,From Facility,To Facility,Qty,Good Stock Opening,Good Stock Closing,Bad Stock Opening,Bad Stock Closing,Entity,Object,Action,User
141,1162,02-02-2021 13:20:00,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003512,Stock blocked for new order Offline Sale00003512,akshayjoshi5423@gmail.com
142,VY-DASZ-EF16,02-02-2021 13:20:00,Stock Blocked,All defective,,2,2,2,0,0,Order,Offline Sale00003512,Stock blocked for new order Offline Sale00003512,akshayjoshi5423@gmail.com
143,BV-U39E-BSX6,02-02-2021 13:20:31,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003512,Stock reduced for shipped order Offline Sale00003512,akshayjoshi5423@gmail.com
144,L5-8IAP-6AC1,02-02-2021 13:20:31,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003512,Stock reduced for shipped order Offline Sale00003512,akshayjoshi5423@gmail.com
145,GM-7UL8-13G9,02-02-2021 13:20:31,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003512,Stock reduced for shipped order Offline Sale00003512,akshayjoshi5423@gmail.com
146,Nok-5-3GB-Blue,02-02-2021 13:20:31,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003512,Stock reduced for shipped order Offline Sale00003512,akshayjoshi5423@gmail.com
147,VY-DASZ-EF16,02-02-2021 13:20:31,Reduce Stock,All defective,,2,2,0,0,0,Order,Offline Sale00003512,Stock reduced for shipped order Offline Sale00003512,akshayjoshi5423@gmail.com
148,P0-GY54-9BPZ,02-02-2021 13:20:31,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003512,Stock reduced for shipped order Offline Sale00003512,akshayjoshi5423@gmail.com
149,1162,02-02-2021 13:20:31,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003512,Stock reduced for shipped order Offline Sale00003512,akshayjoshi5423@gmail.com
150,08466-424,02-02-2021 13:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,0,0,Order,OD120912594684013000/12091259468401300,Stock blocked for new order OD120912594684013000/12091259468401300,
151,08466-424,02-02-2021 13:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,0,0,Order,OD220912580065027000/22091258006502700,Stock blocked for new order OD220912580065027000/22091258006502700,
152,Sujata Supermix,02-02-2021 13:43:24,Add Stock,All defective,,1,5,6,0,0,GRN,GRN19473,Stock added for grn GRN19473,akshayjoshi5423@gmail.com
153,09864-024,02-02-2021 13:54:00,Stock Blocked,All defective,,1,7,7,0,0,Order,Offline Sale00003513,Stock blocked for new order Offline Sale00003513,akshayjoshi5423@gmail.com
154,786-96,02-02-2021 13:54:00,Stock Blocked,All defective,,2,3,3,0,0,Order,Offline Sale00003513,Stock blocked for new order Offline Sale00003513,akshayjoshi5423@gmail.com
155,5608-524,02-02-2021 13:54:00,Stock Blocked,All defective,,1,5,5,0,0,Order,Offline Sale00003513,Stock blocked for new order Offline Sale00003513,akshayjoshi5423@gmail.com
156,5608-524,02-02-2021 13:54:38,Reduce Stock,All defective,,1,5,4,0,0,Order,Offline Sale00003513,Stock reduced for shipped order Offline Sale00003513,akshayjoshi5423@gmail.com
157,786-96,02-02-2021 13:54:38,Reduce Stock,All defective,,2,3,1,0,0,Order,Offline Sale00003513,Stock reduced for shipped order Offline Sale00003513,akshayjoshi5423@gmail.com
158,09864-024,02-02-2021 13:54:38,Reduce Stock,All defective,,1,7,6,0,0,Order,Offline Sale00003513,Stock reduced for shipped order Offline Sale00003513,akshayjoshi5423@gmail.com
159,Samsung Guru Music 2  (Gold) b310,02-02-2021 14:00:07,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,0,0,Order,OD120912899520703000/12091289952070300,Stock blocked for new order OD120912899520703000/12091289952070300,
160,410167-BAJ-GLO-500W-MIX-GRN,02-02-2021 14:30:13,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,20,20,Order,OD120913110163168000/12091311016316800,Stock blocked for new order OD120913110163168000/12091311016316800,
161,08466-424,02-02-2021 18:06:15,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,0,0,Order,OD120905097478534000/12090509747853400,Stock reduced for shipped order OD120905097478534000/12090509747853400,
162,08466-424,02-02-2021 18:06:15,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,0,0,Order,OD120905460887457000/12090546088745700,Stock reduced for shipped order OD120905460887457000/12090546088745700,
163,08466-424,02-02-2021 18:06:16,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,0,0,Order,OD120905757131221000/12090575713122100,Stock reduced for shipped order OD120905757131221000/12090575713122100,
164,410167-BAJ-GLO-500W-MIX-GRN,02-02-2021 18:06:19,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,20,20,Order,OD120905149013733000/12090514901373300,Stock reduced for shipped order OD120905149013733000/12090514901373300,
165,410167-BAJ-GLO-500W-MIX-GRN,02-02-2021 18:06:20,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,20,20,Order,OD120904517643406000/12090451764340600,Stock reduced for shipped order OD120904517643406000/12090451764340600,
166,08466-424,02-02-2021 18:06:26,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120909038463324000/12090903846332400,Stock reduced for shipped order OD120909038463324000/12090903846332400,
167,410176-BAJ-GX3-500W-MIX-GRN,02-02-2021 18:06:26,Reduce Stock,Flipkart_smart fullfilment,,1,4,3,3,3,Order,OD220909064802100000/22090906480210000,Stock reduced for shipped order OD220909064802100000/22090906480210000,
168,08466-424,02-02-2021 18:06:39,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120903558385516000/12090355838551600,Stock reduced for shipped order OD120903558385516000/12090355838551600,
169,08466-424,02-02-2021 18:06:39,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120902890379351000/12090289037935100,Stock reduced for shipped order OD120902890379351000/12090289037935100,
170,08466-424,02-02-2021 18:06:43,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120902800528467000/12090280052846700,Stock reduced for shipped order OD120902800528467000/12090280052846700,
171,08466-424,02-02-2021 18:06:43,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120902388834682000/12090238883468200,Stock reduced for shipped order OD120902388834682000/12090238883468200,
172,410176-BAJ-GX3-500W-MIX-GRN,03-02-2021 02:30:07,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,3,3,Order,OD120914116686411000/12091411668641100,Stock blocked for new order OD120914116686411000/12091411668641100,
173,BAJ-MIX-GRD-REX-500W,03-02-2021 02:30:07,Stock Blocked,Flipkart_smart fullfilment,,1,7,7,28,28,Order,OD120917305500168000/12091730550016800,Stock blocked for new order OD120917305500168000/12091730550016800,
174,BAJ-MIX-GRD-REX-500W,03-02-2021 02:30:08,Stock Blocked,Flipkart_smart fullfilment,,1,7,7,28,28,Order,OD120913539680036000/12091353968003600,Stock blocked for new order OD120913539680036000/12091353968003600,
175,BAJ-MIX-GRD-REX-500W,03-02-2021 02:30:08,Stock Blocked,Flipkart_smart fullfilment,,1,7,7,28,28,Order,OD120913380021609000/12091338002160900,Stock blocked for new order OD120913380021609000/12091338002160900,
176,410167-BAJ-GLO-500W-MIX-GRN,03-02-2021 02:30:09,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,20,20,Order,OD120914283225813000/12091428322581300,Stock blocked for new order OD120914283225813000/12091428322581300,
177,B310(BLUE),03-02-2021 02:30:09,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,1,1,Order,OD220913980849161000/22091398084916100,Stock blocked for new order OD220913980849161000/22091398084916100,
178,08466-424,03-02-2021 02:30:09,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120917327917705000/12091732791770500,Stock blocked for new order OD120917327917705000/12091732791770500,
179,08466-424,03-02-2021 02:30:10,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120913950331463000/12091395033146300,Stock blocked for new order OD120913950331463000/12091395033146300,
180,08466-424,03-02-2021 02:30:10,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD220913509682061000/22091350968206100,Stock blocked for new order OD220913509682061000/22091350968206100,
181,BAJ-MIX-GRD-REX-500W,03-02-2021 03:30:05,Stock Blocked,Flipkart_smart fullfilment,,1,7,7,28,28,Order,OD120917776837623000/12091777683762300,Stock blocked for new order OD120917776837623000/12091777683762300,
182,BAJ-MIX-GRD-REX-500W,03-02-2021 04:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,7,7,28,28,Order,OD120806793507863000/12080679350786301,Stock blocked for new order OD120806793507863000/12080679350786301,
183,410176-BAJ-GX3-500W-MIX-GRN,03-02-2021 05:19:51,Stock Un-blocked,Flipkart_smart fullfilment,,1,3,3,3,3,Order,OD120914116686411000/12091411668641100,Stock un-blocked for order OD120914116686411000/12091411668641100,
184,Eureka-forbes-dx-1200w-vacuum,03-02-2021 07:20:30,Add Stock,All defective,,1,31,32,0,0,GRN,GRN19474,Stock added for grn GRN19474,akshayjoshi5423@gmail.com
185,40068,03-02-2021 07:20:30,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19474,Stock added for grn GRN19474,akshayjoshi5423@gmail.com
186,UI-K2A1-GKRP,03-02-2021 07:27:09,Add Stock,All defective,,2,2,4,0,0,GRN,GRN19475,Stock added for grn GRN19475,akshayjoshi5423@gmail.com
187,Wond ind Casserole Set 6Pcs Grey,03-02-2021 07:27:09,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19475,Stock added for grn GRN19475,akshayjoshi5423@gmail.com
188,B110(BLACK),03-02-2021 07:27:29,Return Damaged Stock,Flipkart_smart fullfilment,,1,2,2,0,1,Sales Return,RTN257131,Damaged stock added for sales return RTN257131,akshayjoshi5423@gmail.com
189,Samsung Guru Music 2  (Gold) b310,03-02-2021 07:30:19,Return Damaged Stock,Flipkart_smart fullfilment,,1,1,1,0,1,Sales Return,RTN257132,Damaged stock added for sales return RTN257132,akshayjoshi5423@gmail.com
190,08466-424,03-02-2021 07:32:00,Return Stock,Flipkart_smart fullfilment,,1,0,1,0,0,Sales Return,RTN257133,Stock returned for sales return RTN257133,akshayjoshi5423@gmail.com
191,08466-424,03-02-2021 07:37:06,Return Stock,Flipkart_smart fullfilment,,1,1,2,0,0,Sales Return,RTN257135,Stock returned for sales return RTN257135,akshayjoshi5423@gmail.com
192,410176-BAJ-GX3-500W-MIX-GRN,03-02-2021 07:38:46,Return Stock,Flipkart_smart fullfilment,,1,3,4,3,3,Sales Return,RTN257136,Stock returned for sales return RTN257136,akshayjoshi5423@gmail.com
193,BAJ-MIX-GRD-REX-500W,03-02-2021 07:39:47,Return Stock,Flipkart_smart fullfilment,,1,7,8,28,28,Sales Return,RTN257137,Stock returned for sales return RTN257137,akshayjoshi5423@gmail.com
194,410176-BAJ-GX3-500W-MIX-GRN,03-02-2021 07:42:47,Return Damaged Stock,Flipkart_smart fullfilment,,1,4,4,3,4,Sales Return,RTN257138,Damaged stock added for sales return RTN257138,akshayjoshi5423@gmail.com
195,08466-424,03-02-2021 09:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,0,0,Order,OD120919764300485000/12091976430048500,Stock blocked for new order OD120919764300485000/12091976430048500,
196,08466-424,03-02-2021 09:00:06,Stock Blocked,Flipkart_smart fullfilment,,3,2,2,0,0,Order,OD120918713023019000/12091871302301900,Stock blocked for new order OD120918713023019000/12091871302301900,
197,08466-424,03-02-2021 09:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,0,0,Order,OD120919928067964000/12091992806796400,Stock blocked for new order OD120919928067964000/12091992806796400,
198,BAJ-MIX-GRD-REX-500W,03-02-2021 10:00:03,Stock Blocked,Flipkart_smart fullfilment,,1,8,8,28,28,Order,OD120920077426772000/12092007742677200,Stock blocked for new order OD120920077426772000/12092007742677200,
199,08466-424,03-02-2021 10:00:03,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,0,0,Order,OD120920076593646000/12092007659364601,Stock blocked for new order OD120920076593646000/12092007659364601,
200,B310(BLACK),03-02-2021 10:33:59,Return Stock,Flipkart_smart fullfilment,,1,2,3,0,0,Sales Return,RTN257142,Stock returned for sales return RTN257142,akshayjoshi5423@gmail.com
201,BAJ-MIX-GRD-REX-500W,03-02-2021 10:39:09,Return Stock,Flipkart_smart fullfilment,,1,8,9,28,28,Sales Return,RTN257143,Stock returned for sales return RTN257143,akshayjoshi5423@gmail.com
202,BAJ-MIX-GRD-REX-500W,03-02-2021 10:41:42,Return Stock,Flipkart_smart fullfilment,,1,9,10,28,28,Sales Return,RTN257144,Stock returned for sales return RTN257144,akshayjoshi5423@gmail.com
203,BAJ-MIX-GRD-REX-500W,03-02-2021 10:44:46,Return Stock,Flipkart_smart fullfilment,,1,10,11,28,28,Sales Return,RTN257145,Stock returned for sales return RTN257145,akshayjoshi5423@gmail.com
204,08466-424,03-02-2021 12:00:05,Stock Blocked,Flipkart_smart fullfilment,,2,2,2,0,0,Order,OD220920854606623000/22092085460662300,Stock blocked for new order OD220920854606623000/22092085460662300,
205,KN95-mask,03-02-2021 13:00:22,Add Stock,All defective,,9,0,9,0,0,GRN,GRN19476,Stock added for grn GRN19476,akshayjoshi5423@gmail.com
206,KN95-mask,03-02-2021 13:03:59,Stock Blocked,All defective,,9,9,9,0,0,Order,Offline Sale00003514,Stock blocked for new order Offline Sale00003514,akshayjoshi5423@gmail.com
207,Skull-can-Crush-gry-tan,03-02-2021 13:03:59,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003514,Stock blocked for new order Offline Sale00003514,akshayjoshi5423@gmail.com
208,Skull-can-Crush-gry-tan,03-02-2021 13:04:42,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003514,Stock reduced for shipped order Offline Sale00003514,akshayjoshi5423@gmail.com
209,KN95-mask,03-02-2021 13:04:43,Reduce Stock,All defective,,9,9,0,0,0,Order,Offline Sale00003514,Stock reduced for shipped order Offline Sale00003514,akshayjoshi5423@gmail.com
210,WCMS8-1724,03-02-2021 13:09:40,Stock Blocked,default,,1,7,7,0,0,Order,210203-011-044213/124387014657183,Stock blocked for new order 210203-011-044213/124387014657183,
211,Acer-One-10-T4-129-L,03-02-2021 13:29:25,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19477,Stock added for grn GRN19477,akshayjoshi5423@gmail.com
212,Acer-One-10-T4-129-L,03-02-2021 13:32:39,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003515,Stock blocked for new order Offline Sale00003515,akshayjoshi5423@gmail.com
213,Acer-One-10-T4-129-L,03-02-2021 13:34:18,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003515,Stock reduced for shipped order Offline Sale00003515,akshayjoshi5423@gmail.com
214,BAJ-MIX-GRD-REX-500W,03-02-2021 13:42:23,Reduce Stock,Flipkart_smart fullfilment,,1,11,10,28,28,Order,OD120917776837623000/12091777683762300,Stock reduced for shipped order OD120917776837623000/12091777683762300,
215,Baj-Mixer-GX8-DLX-750W,03-02-2021 13:52:46,Stock Blocked,All defective,,4,4,4,0,0,Order,Offline Sale00003516,Stock blocked for new order Offline Sale00003516,akshayjoshi5423@gmail.com
216,Baj-Mixer-GX8-DLX-750W,03-02-2021 13:53:11,Reduce Stock,All defective,,4,4,0,0,0,Order,Offline Sale00003516,Stock reduced for shipped order Offline Sale00003516,akshayjoshi5423@gmail.com
217,Sys-HT3333-Tri-Blk,03-02-2021 13:54:40,Stock Blocked,default,,1,49,49,0,0,Order,210203-011-045174/124387014658362,Stock blocked for new order 210203-011-045174/124387014658362,
218,155565,03-02-2021 13:57:46,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19478,Stock added for grn GRN19478,akshayjoshi5423@gmail.com
219,41110,03-02-2021 13:57:46,Add Stock,All defective,,1,2,3,0,0,GRN,GRN19478,Stock added for grn GRN19478,akshayjoshi5423@gmail.com
220,1319,03-02-2021 13:57:46,Add Stock,All defective,,1,3,4,0,0,GRN,GRN19478,Stock added for grn GRN19478,akshayjoshi5423@gmail.com
221,20652,03-02-2021 14:09:29,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003517,Stock blocked for new order Offline Sale00003517,akshayjoshi5423@gmail.com
222,20652,03-02-2021 14:10:05,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003517,Stock reduced for shipped order Offline Sale00003517,akshayjoshi5423@gmail.com
223,Clo-sch-bag-grn,03-02-2021 14:16:17,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19479,Stock added for grn GRN19479,akshayjoshi5423@gmail.com
224,Clo-sch-bag-grn,03-02-2021 14:17:24,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003518,Stock blocked for new order Offline Sale00003518,akshayjoshi5423@gmail.com
225,Clo-sch-bag-grn,03-02-2021 14:17:59,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003518,Stock reduced for shipped order Offline Sale00003518,akshayjoshi5423@gmail.com
226,Wond ind Casserole Set 6Pcs Grey,03-02-2021 14:22:30,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003519,Stock blocked for new order Offline Sale00003519,akshayjoshi5423@gmail.com
227,MORP-RICH-N-EUROPA-800W-ESPRE-CAPPUCCINO-4-CUP-COFFEE-MAKER-BLK,03-02-2021 14:22:30,Stock Blocked,All defective,,1,13,13,0,0,Order,Offline Sale00003519,Stock blocked for new order Offline Sale00003519,akshayjoshi5423@gmail.com
228,Maha-Wht-Ele-Kett-Viva-1-8-Sil-Blk,03-02-2021 14:22:30,Stock Blocked,All defective,,2,8,8,0,0,Order,Offline Sale00003519,Stock blocked for new order Offline Sale00003519,akshayjoshi5423@gmail.com
229,Wond-Nutri-CKM-3Jar-Red,03-02-2021 14:22:31,Stock Blocked,All defective,,1,3,3,0,0,Order,Offline Sale00003519,Stock blocked for new order Offline Sale00003519,akshayjoshi5423@gmail.com
230,UI-K2A1-GKRP,03-02-2021 14:22:31,Stock Blocked,All defective,,2,4,4,0,0,Order,Offline Sale00003519,Stock blocked for new order Offline Sale00003519,akshayjoshi5423@gmail.com
231,40068,03-02-2021 14:22:31,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003519,Stock blocked for new order Offline Sale00003519,akshayjoshi5423@gmail.com
232,40068,03-02-2021 14:23:12,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003519,Stock reduced for shipped order Offline Sale00003519,akshayjoshi5423@gmail.com
233,MORP-RICH-N-EUROPA-800W-ESPRE-CAPPUCCINO-4-CUP-COFFEE-MAKER-BLK,03-02-2021 14:23:12,Reduce Stock,All defective,,1,13,12,0,0,Order,Offline Sale00003519,Stock reduced for shipped order Offline Sale00003519,akshayjoshi5423@gmail.com
234,UI-K2A1-GKRP,03-02-2021 14:23:12,Reduce Stock,All defective,,2,4,2,0,0,Order,Offline Sale00003519,Stock reduced for shipped order Offline Sale00003519,akshayjoshi5423@gmail.com
235,Wond ind Casserole Set 6Pcs Grey,03-02-2021 14:23:12,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003519,Stock reduced for shipped order Offline Sale00003519,akshayjoshi5423@gmail.com
236,Maha-Wht-Ele-Kett-Viva-1-8-Sil-Blk,03-02-2021 14:23:12,Reduce Stock,All defective,,2,8,6,0,0,Order,Offline Sale00003519,Stock reduced for shipped order Offline Sale00003519,akshayjoshi5423@gmail.com
237,Wond-Nutri-CKM-3Jar-Red,03-02-2021 14:23:12,Reduce Stock,All defective,,1,3,2,0,0,Order,Offline Sale00003519,Stock reduced for shipped order Offline Sale00003519,akshayjoshi5423@gmail.com
238,08466-424,04-02-2021 02:30:12,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,0,0,Order,OD120922634172632000/12092263417263200,Stock blocked for new order OD120922634172632000/12092263417263200,
239,08466-424,04-02-2021 02:30:13,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,0,0,Order,OD120922568188988000/12092256818898800,Stock blocked for new order OD120922568188988000/12092256818898800,
240,Sujata-Powermatic-Plus-CH-900-WH,04-02-2021 05:59:43,Stock Blocked,All defective,,8,14,14,0,0,Order,Offline Sale00003520,Stock blocked for new order Offline Sale00003520,akshayjoshi5423@gmail.com
241,XM-DYJM-TW04,04-02-2021 05:59:43,Stock Blocked,All defective,,5,5,5,0,0,Order,Offline Sale00003520,Stock blocked for new order Offline Sale00003520,akshayjoshi5423@gmail.com
242,Sujata Supermix,04-02-2021 05:59:43,Stock Blocked,All defective,,5,6,6,0,0,Order,Offline Sale00003520,Stock blocked for new order Offline Sale00003520,akshayjoshi5423@gmail.com
243,Sujata Supermix,04-02-2021 06:00:21,Reduce Stock,All defective,,5,6,1,0,0,Order,Offline Sale00003520,Stock reduced for shipped order Offline Sale00003520,akshayjoshi5423@gmail.com
244,Sujata-Powermatic-Plus-CH-900-WH,04-02-2021 06:00:21,Reduce Stock,All defective,,8,14,6,0,0,Order,Offline Sale00003520,Stock reduced for shipped order Offline Sale00003520,akshayjoshi5423@gmail.com
245,XM-DYJM-TW04,04-02-2021 06:00:21,Reduce Stock,All defective,,5,5,0,0,0,Order,Offline Sale00003520,Stock reduced for shipped order Offline Sale00003520,akshayjoshi5423@gmail.com
246,Sys-HT3333-Tri-Blk,04-02-2021 06:39:42,Stock Blocked,default,,1,49,49,0,0,Order,210204-011-053586/124387014668984,Stock blocked for new order 210204-011-053586/124387014668984,
